editor_name,base_form,path_website,name_nif
Farmhouse04Snow,0006F14C,architecture/farmhouse/farmhouse04.nif,farmhouse04
Farmhouse03Snow,0006F15A,architecture/farmhouse/farmhouse03.nif,farmhouse03
Stonewall02Snow,0006F15B,architecture/farmhouse/stonewall/stonewall02.nif,stonewall02
StonewallEndR01Snow,0006F15C,architecture/farmhouse/stonewall/stonewallendr01.nif,stonewallendr01
StonewallEndL01Snow,0006F15D,architecture/farmhouse/stonewall/stonewallendl01.nif,stonewallendl01
StonewallLong01Snow,0006F15E,architecture/farmhouse/stonewall/stonewalllong01.nif,stonewalllong01
Stonewall01Snow,0006F15F,architecture/farmhouse/stonewall/stonewall01.nif,stonewall01
StockadeFreeWall02,0006F269,clutter/stockade/stockadefreewall02.nif,stockadefreewall02
StockadeFreeWall03,0006F26A,clutter/stockade/stockadefreewall03.nif,stockadefreewall03
StockadeFreeWall04,0006F26B,clutter/stockade/stockadefreewall04.nif,stockadefreewall04
StockadeFreewallBeam01,0006F26C,clutter/stockade/stockadefreewallbeam01.nif,stockadefreewallbeam01
StockadeFreeWall01,0006F26D,clutter/stockade/stockadefreewall01.nif,stockadefreewall01
MountainTrimSlab,0006F273,landscape/mountains/mountaintrimslab.nif,mountaintrimslab
MountainTrimSlab_HeavySN,0006F274,landscape/mountains/mountaintrimslab.nif,mountaintrimslab
MountainTrimSlab_LightSN,0006F275,landscape/mountains/mountaintrimslab.nif,mountaintrimslab
ShipStairs01,0006F705,dungeons/ship/clutter/shipstairs01.nif,shipstairs01
CaveILRoomDoorFB02,0006F707,dungeons/caves/ice/largeroom/caveilroomdoorfb02.nif,caveilroomdoorfb02
CaveILRoomDoorF03,0006F708,dungeons/caves/ice/largeroom/caveilroomdoorf03.nif,caveilroomdoorf03
CaveILRoomDoorFB01,0006F709,dungeons/caves/ice/largeroom/caveilroomdoorfb01.nif,caveilroomdoorfb01
CaveILRoomDoorFB04,0006F70A,dungeons/caves/ice/largeroom/caveilroomdoorfb04.nif,caveilroomdoorfb04
CaveILRoomDoorF01,0006F70B,dungeons/caves/ice/largeroom/caveilroomdoorf01.nif,caveilroomdoorf01
CaveILRoomDoorF02,0006F70C,dungeons/caves/ice/largeroom/caveilroomdoorf02.nif,caveilroomdoorf02
CaveILRoomDoorFB03,0006F70D,dungeons/caves/ice/largeroom/caveilroomdoorfb03.nif,caveilroomdoorfb03
CaveILRoomDoorF04,0006F70E,dungeons/caves/ice/largeroom/caveilroomdoorf04.nif,caveilroomdoorf04
CaveIBoulderM03,0006F710,dungeons/caves/ice/rocks/caveiboulderm03.nif,caveiboulderm03
CaveIBoulderM04,0006F711,dungeons/caves/ice/rocks/caveiboulderm04.nif,caveiboulderm04
CaveIBoulderPileS01,0006F712,dungeons/caves/ice/rocks/caveiboulderpiles01.nif,caveiboulderpiles01
CaveIBoulderPileS02,0006F713,dungeons/caves/ice/rocks/caveiboulderpiles02.nif,caveiboulderpiles02
CaveIBoulderS01,0006F714,dungeons/caves/ice/rocks/caveiboulders01.nif,caveiboulders01
CaveIBoulderS02,0006F715,dungeons/caves/ice/rocks/caveiboulders02.nif,caveiboulders02
CaveIBoulderS03,0006F716,dungeons/caves/ice/rocks/caveiboulders03.nif,caveiboulders03
CaveIBoulderL01,0006F717,dungeons/caves/ice/rocks/caveiboulderl01.nif,caveiboulderl01
CaveIBoulderL02,0006F718,dungeons/caves/ice/rocks/caveiboulderl02.nif,caveiboulderl02
CaveIBoulderL03,0006F719,dungeons/caves/ice/rocks/caveiboulderl03.nif,caveiboulderl03
CaveIBoulderL04,0006F71A,dungeons/caves/ice/rocks/caveiboulderl04.nif,caveiboulderl04
CaveIBoulderL05,0006F71B,dungeons/caves/ice/rocks/caveiboulderl05.nif,caveiboulderl05
CaveIBoulderM01,0006F71C,dungeons/caves/ice/rocks/caveiboulderm01.nif,caveiboulderm01
CaveIBoulderM02,0006F71D,dungeons/caves/ice/rocks/caveiboulderm02.nif,caveiboulderm02
CaveICliffsCornerIn01,0006F71F,dungeons/caves/ice/cliffs/caveicliffscornerin01.nif,caveicliffscornerin01
CaveICliffsCornerIn01NS,0006F720,dungeons/caves/ice/cliffs/caveicliffscornerin01ns.nif,caveicliffscornerin01ns
CaveICliffsCornerOut01,0006F721,dungeons/caves/ice/cliffs/caveicliffscornerout01.nif,caveicliffscornerout01
CaveICliffsCornerOut01NS,0006F722,dungeons/caves/ice/cliffs/caveicliffscornerout01ns.nif,caveicliffscornerout01ns
CaveICliffsIsland01,0006F723,dungeons/caves/ice/cliffs/caveicliffsisland01.nif,caveicliffsisland01
CaveICliffsIsland01NS,0006F724,dungeons/caves/ice/cliffs/caveicliffsisland01ns.nif,caveicliffsisland01ns
CaveICliffs01,0006F725,dungeons/caves/ice/cliffs/caveicliffs01.nif,caveicliffs01
CaveICliffs02,0006F726,dungeons/caves/ice/cliffs/caveicliffs02.nif,caveicliffs02
CaveICliffs03,0006F727,dungeons/caves/ice/cliffs/caveicliffs03.nif,caveicliffs03
CaveICliffs03NS,0006F728,dungeons/caves/ice/cliffs/caveicliffs03ns.nif,caveicliffs03ns
ImpExtTowerShort01,0006F729,dungeons/imperial/exterior/impexttowershort01.nif,impexttowershort01
ImpExtIceBldgSecondICorner04,0006F72B,dungeons/imperial/exteriorice/impexticebldgsecondicorner04.nif,impexticebldgsecondicorner04
ImpExtIceBldgSecondStraight01,0006F72C,dungeons/imperial/exteriorice/impexticebldgsecondstraight01.nif,impexticebldgsecondstraight01
ImpExtIceBldgSecondStraight02,0006F72D,dungeons/imperial/exteriorice/impexticebldgsecondstraight02.nif,impexticebldgsecondstraight02
ImpExtIceBldgSecondStraight03,0006F72E,dungeons/imperial/exteriorice/impexticebldgsecondstraight03.nif,impexticebldgsecondstraight03
ImpExtIceBldgSecondStraight04,0006F72F,dungeons/imperial/exteriorice/impexticebldgsecondstraight04.nif,impexticebldgsecondstraight04
ImpExtIceBldgStraight01,0006F730,dungeons/imperial/exteriorice/impexticebldgstraight01.nif,impexticebldgstraight01
ImpExtIceBldgStraight02,0006F731,dungeons/imperial/exteriorice/impexticebldgstraight02.nif,impexticebldgstraight02
ImpExtIceBldgStraight03,0006F732,dungeons/imperial/exteriorice/impexticebldgstraight03.nif,impexticebldgstraight03
ImpExtIceBldgStraight04,0006F733,dungeons/imperial/exteriorice/impexticebldgstraight04.nif,impexticebldgstraight04
ImpExtIceBlocks01,0006F734,dungeons/imperial/exteriorice/impexticeblocks01.nif,impexticeblocks01
ImpExtIceBlocks02,0006F735,dungeons/imperial/exteriorice/impexticeblocks02.nif,impexticeblocks02
ImpExtIceBlocks03,0006F736,dungeons/imperial/exteriorice/impexticeblocks03.nif,impexticeblocks03
ImpExtIceBlocks04,0006F737,dungeons/imperial/exteriorice/impexticeblocks04.nif,impexticeblocks04
ImpExtIceBlocks05,0006F738,dungeons/imperial/exteriorice/impexticeblocks05.nif,impexticeblocks05
ImpExtIceBlocks06,0006F739,dungeons/imperial/exteriorice/impexticeblocks06.nif,impexticeblocks06
ImpExtIceBridge01,0006F73A,dungeons/imperial/exteriorice/impexticebridge01.nif,impexticebridge01
ImpExtIceDoorhole01,0006F73B,dungeons/imperial/exteriorice/impexticedoorhole01.nif,impexticedoorhole01
ImpExtIceFloorChunk01,0006F73C,dungeons/imperial/exteriorice/impexticefloorchunk01.nif,impexticefloorchunk01
ImpExtIceFloorChunk02,0006F73D,dungeons/imperial/exteriorice/impexticefloorchunk02.nif,impexticefloorchunk02
ImpExtIceRubble01,0006F73E,dungeons/imperial/exteriorice/impexticerubble01.nif,impexticerubble01
ImpExtIceRubble02,0006F73F,dungeons/imperial/exteriorice/impexticerubble02.nif,impexticerubble02
ImpExtIceRubble03,0006F740,dungeons/imperial/exteriorice/impexticerubble03.nif,impexticerubble03
ImpExtIceRubble04,0006F741,dungeons/imperial/exteriorice/impexticerubble04.nif,impexticerubble04
ImpExtIceRubble05,0006F742,dungeons/imperial/exteriorice/impexticerubble05.nif,impexticerubble05
ImpExtIceRubble06,0006F743,dungeons/imperial/exteriorice/impexticerubble06.nif,impexticerubble06
ImpExtIceStairs01,0006F744,dungeons/imperial/exteriorice/impexticestairs01.nif,impexticestairs01
ImpExtIceStairs02,0006F745,dungeons/imperial/exteriorice/impexticestairs02.nif,impexticestairs02
ImpExtIceSupport01,0006F746,dungeons/imperial/exteriorice/impexticesupport01.nif,impexticesupport01
ImpExtIceTower01,0006F747,dungeons/imperial/exteriorice/impexticetower01.nif,impexticetower01
ImpExtIceTower02,0006F748,dungeons/imperial/exteriorice/impexticetower02.nif,impexticetower02
ImpExtIceTower03,0006F749,dungeons/imperial/exteriorice/impexticetower03.nif,impexticetower03
ImpExtIceTowerShellBase01,0006F74A,dungeons/imperial/exteriorice/impexticetowershellbase01.nif,impexticetowershellbase01
ImpExtIceTowerShellDoor01,0006F74B,dungeons/imperial/exteriorice/impexticetowershelldoor01.nif,impexticetowershelldoor01
ImpExtIceTowerShellDoor02,0006F74C,dungeons/imperial/exteriorice/impexticetowershelldoor02.nif,impexticetowershelldoor02
ImpExtIceTowerShellDoor03,0006F74D,dungeons/imperial/exteriorice/impexticetowershelldoor03.nif,impexticetowershelldoor03
ImpExtIceTowerShellDoor04,0006F74E,dungeons/imperial/exteriorice/impexticetowershelldoor04.nif,impexticetowershelldoor04
ImpExtIceTowerShellFloor2nd01,0006F74F,dungeons/imperial/exteriorice/impexticetowershellfloor2nd01.nif,impexticetowershellfloor2nd01
ImpExtIceTowerShellStairs01,0006F750,dungeons/imperial/exteriorice/impexticetowershellstairs01.nif,impexticetowershellstairs01
ImpExtIceTowerShellTop01,0006F751,dungeons/imperial/exteriorice/impexticetowershelltop01.nif,impexticetowershelltop01
ImpExtIceTowerShellWall01,0006F752,dungeons/imperial/exteriorice/impexticetowershellwall01.nif,impexticetowershellwall01
ImpExtIceTowerShellWall02,0006F753,dungeons/imperial/exteriorice/impexticetowershellwall02.nif,impexticetowershellwall02
ImpExtIceTowerShellWall03,0006F754,dungeons/imperial/exteriorice/impexticetowershellwall03.nif,impexticetowershellwall03
ImpExtIceTowerShellWall04,0006F755,dungeons/imperial/exteriorice/impexticetowershellwall04.nif,impexticetowershellwall04
ImpExtIceTowerShort01,0006F756,dungeons/imperial/exteriorice/impexticetowershort01.nif,impexticetowershort01
ImpExtIceWall01,0006F757,dungeons/imperial/exteriorice/impexticewall01.nif,impexticewall01
ImpExtIceWall02,0006F758,dungeons/imperial/exteriorice/impexticewall02.nif,impexticewall02
ImpExtIceWall03,0006F759,dungeons/imperial/exteriorice/impexticewall03.nif,impexticewall03
ImpExtIceWall04,0006F75A,dungeons/imperial/exteriorice/impexticewall04.nif,impexticewall04
ImpExtIceWall05,0006F75B,dungeons/imperial/exteriorice/impexticewall05.nif,impexticewall05
ImpExtIceWallDivider01,0006F75C,dungeons/imperial/exteriorice/impexticewalldivider01.nif,impexticewalldivider01
ImpExtIceWallGate01,0006F75D,dungeons/imperial/exteriorice/impexticewallgate01.nif,impexticewallgate01
ImpExtIceWindow01,0006F75E,dungeons/imperial/exteriorice/impexticewindow01dark.nif,impexticewindow01dark
ImpExtIceArchSupport01,0006F75F,dungeons/imperial/exteriorice/impexticearchsupport01.nif,impexticearchsupport01
ImpExtIceBldgCorner01,0006F760,dungeons/imperial/exteriorice/impexticebldgcorner01.nif,impexticebldgcorner01
ImpExtIceBldgCorner02,0006F761,dungeons/imperial/exteriorice/impexticebldgcorner02.nif,impexticebldgcorner02
ImpExtIceBldgCorner03,0006F762,dungeons/imperial/exteriorice/impexticebldgcorner03.nif,impexticebldgcorner03
ImpExtIceBldgCorner04,0006F763,dungeons/imperial/exteriorice/impexticebldgcorner04.nif,impexticebldgcorner04
ImpExtIceBldgICorner01,0006F764,dungeons/imperial/exteriorice/impexticebldgicorner01.nif,impexticebldgicorner01
ImpExtIceBldgICorner02,0006F765,dungeons/imperial/exteriorice/impexticebldgicorner02.nif,impexticebldgicorner02
ImpExtIceBldgICorner03,0006F766,dungeons/imperial/exteriorice/impexticebldgicorner03.nif,impexticebldgicorner03
ImpExtIceBldgICorner04,0006F767,dungeons/imperial/exteriorice/impexticebldgicorner04.nif,impexticebldgicorner04
ImpExtIceBldgMid01,0006F768,dungeons/imperial/exteriorice/impexticebldgmid01.nif,impexticebldgmid01
ImpExtIceBldgMid02,0006F769,dungeons/imperial/exteriorice/impexticebldgmid02.nif,impexticebldgmid02
ImpExtIceBldgMid03,0006F76A,dungeons/imperial/exteriorice/impexticebldgmid03.nif,impexticebldgmid03
ImpExtIceBldgSecondCorner01,0006F76B,dungeons/imperial/exteriorice/impexticebldgsecondcorner01.nif,impexticebldgsecondcorner01
ImpExtIceBldgSecondCorner02,0006F76C,dungeons/imperial/exteriorice/impexticebldgsecondcorner02.nif,impexticebldgsecondcorner02
ImpExtIceBldgSecondCorner03,0006F76D,dungeons/imperial/exteriorice/impexticebldgsecondcorner03.nif,impexticebldgsecondcorner03
ImpExtIceBldgSecondCorner04,0006F76E,dungeons/imperial/exteriorice/impexticebldgsecondcorner04.nif,impexticebldgsecondcorner04
ImpExtIceBldgSecondICorner01,0006F76F,dungeons/imperial/exteriorice/impexticebldgsecondicorner01.nif,impexticebldgsecondicorner01
ImpExtIceBldgSecondICorner02,0006F770,dungeons/imperial/exteriorice/impexticebldgsecondicorner02.nif,impexticebldgsecondicorner02
ImpExtIceBldgSecondICorner03,0006F771,dungeons/imperial/exteriorice/impexticebldgsecondicorner03.nif,impexticebldgsecondicorner03
RTTempleofMara01,0006FC25,architecture/riften/rttempleofmara01.nif,rttempleofmara01
RTTemplePlaza01,0006FC34,architecture/riften/rttempleplaza01.nif,rttempleplaza01
ImpExtLighthouse01,00070BB4,dungeons/imperial/exterior/impextlighthouse01.nif,impextlighthouse01
CivilWarMap01,00070BB9,clutter/civilwar/civilwarmap01.nif,civilwarmap01
CivilWarTable01,00070BBC,clutter/civilwar/civilwartable01.nif,civilwartable01
CivilWarMap02,00070BC2,clutter/civilwar/civilwarmap02.nif,civilwarmap02
SBigPlanter01,00070D88,architecture/solitude/clutter/sbigplanter01.nif,sbigplanter01
TreeAspenLog01,00070E3E,landscape/trees/treeaspenlog01.nif,treeaspenlog01
MountainCliffSlopeReachGrass01,0007104C,landscape/mountains/mountaincliffslope.nif,mountaincliffslope
RockCliff01VolcanicDirt01,000713C2,landscape/rocks/rockcliff01.nif,rockcliff01
VolcanicSteamPool01,000713C6,landscape/volcanic/volcanicsteampool01.nif,volcanicsteampool01
RoadStraightLong01FallForestDirt01,0007142B,landscape/roads/roadstraightlong01.nif,roadstraightlong01
ImpExtIceWell01,000715F9,dungeons/imperial/clutterkits/impwell01.nif,impwell01
Farmhouse01Snow,000715FA,architecture/farmhouse/farmhouse01.nif,farmhouse01
ShackWallL02,00071813,architecture/shackkit/shackwalll02.nif,shackwalll02
ShackWallR02,00071814,architecture/shackkit/shackwallr02.nif,shackwallr02
ShackFrameBEnd01Snow,0007181F,architecture/shackkit/shackframebend01.nif,shackframebend01
ShackFrameLEnd01Snow,00071820,architecture/shackkit/shackframelend01.nif,shackframelend01
ShackFrameLEnd02Snow,00071821,architecture/shackkit/shackframelend02.nif,shackframelend02
ShackFrameLMid01Snow,00071822,architecture/shackkit/shackframelmid01.nif,shackframelmid01
ShackFrameMEnd01Snow,00071823,architecture/shackkit/shackframemend01.nif,shackframemend01
ShackFrameMEnd02Snow,00071824,architecture/shackkit/shackframemend02.nif,shackframemend02
ShackFrameMMid01Snow,00071825,architecture/shackkit/shackframemmid01.nif,shackframemmid01
ShackFrameREnd01Snow,00071826,architecture/shackkit/shackframerend01.nif,shackframerend01
ShackFrameREnd02Snow,00071827,architecture/shackkit/shackframerend02.nif,shackframerend02
ShackFrameRMid01Snow,00071828,architecture/shackkit/shackframermid01.nif,shackframermid01
ShackFrameTurnCorner01Snow,00071829,architecture/shackkit/shackframeturncorner01.nif,shackframeturncorner01
ShackFrameTurnCorner02Snow,0007182A,architecture/shackkit/shackframeturncorner02.nif,shackframeturncorner02
ShackFrameTurnMid01Snow,0007182B,architecture/shackkit/shackframeturnmid01.nif,shackframeturnmid01
ShackRoofCorner01Snow,0007182C,architecture/shackkit/shackroofcorner01.nif,shackroofcorner01
ShackRoofCorner02Snow,0007182D,architecture/shackkit/shackroofcorner02.nif,shackroofcorner02
ShackRoofMid01Snow,0007182E,architecture/shackkit/shackroofmid01.nif,shackroofmid01
ShackRoofMid02Snow,0007182F,architecture/shackkit/shackroofmid02.nif,shackroofmid02
ShackRoofMid03Snow,00071830,architecture/shackkit/shackroofmid03.nif,shackroofmid03
ShackRoofMid04Snow,00071831,architecture/shackkit/shackroofmid04.nif,shackroofmid04
ShackRoofMid05Snow,00071832,architecture/shackkit/shackroofmid05.nif,shackroofmid05
ShackRoofSide01Snow,00071833,architecture/shackkit/shackroofside01.nif,shackroofside01
ShackRoofSide02Snow,00071834,architecture/shackkit/shackroofside02.nif,shackroofside02
ShackRoofSide03Snow,00071835,architecture/shackkit/shackroofside03.nif,shackroofside03
ShackRoofSide04Snow,00071836,architecture/shackkit/shackroofside04.nif,shackroofside04
ShackWall01Snow,00071837,architecture/shackkit/shackwall01.nif,shackwall01
ShackWall02Snow,00071838,architecture/shackkit/shackwall02.nif,shackwall02
ShackWall03Snow,00071839,architecture/shackkit/shackwall03.nif,shackwall03
ShackWall04Snow,0007183A,architecture/shackkit/shackwall04.nif,shackwall04
ShackWall05Snow,0007183B,architecture/shackkit/shackwall05.nif,shackwall05
ShackWallDoor01Snow,0007183C,architecture/shackkit/shackwalldoor01.nif,shackwalldoor01
ShackWallL01Snow,0007183D,architecture/shackkit/shackwalll01.nif,shackwalll01
ShackWallL02Snow,0007183E,architecture/shackkit/shackwalll02.nif,shackwalll02
ShackWallR01Snow,0007183F,architecture/shackkit/shackwallr01.nif,shackwallr01
ShackWallR02Snow,00071840,architecture/shackkit/shackwallr02.nif,shackwallr02
ShackWallTop01Snow,00071841,architecture/shackkit/shackwalltop01.nif,shackwalltop01
ShackWallTopWindow01Snow,00071842,architecture/shackkit/shackwalltopwindow01.nif,shackwalltopwindow01
ShackWallWindow01Snow,00071843,architecture/shackkit/shackwallwindow01.nif,shackwallwindow01
ShackWallWindow02Snow,00071844,architecture/shackkit/shackwallwindow02.nif,shackwallwindow02
ImpStableDouble01Snow,00071847,dungeons/imperial/stablekit/impstabledouble01.nif,impstabledouble01
ImpStableDoubleEnd01Snow,00071848,dungeons/imperial/stablekit/impstabledoubleend01.nif,impstabledoubleend01
ImpStableDoubleEnd02Snow,00071849,dungeons/imperial/stablekit/impstabledoubleend02.nif,impstabledoubleend02
ImpStableEnd01Snow,0007184A,dungeons/imperial/stablekit/impstableend01.nif,impstableend01
ImpStableEnd02Snow,0007184B,dungeons/imperial/stablekit/impstableend02.nif,impstableend02
ImpStableRoofPiece01Snow,0007184C,dungeons/imperial/stablekit/impstableroofpiece01.nif,impstableroofpiece01
ImpStableSingle01Snow,0007184D,dungeons/imperial/stablekit/impstablesingle01.nif,impstablesingle01
ImpTowerBase01Top,0007184E,dungeons/imperial/tower/imptowerbase01top.nif,imptowerbase01top
ImpTowerBase01Bot,0007184F,dungeons/imperial/tower/imptowerbase01bot.nif,imptowerbase01bot
ImpTowerRing01,00071850,dungeons/imperial/tower/imptowerring01.nif,imptowerring01
SLgShadowsWin01,00071E00,architecture/solitude/interiors/slgshadowswin01.nif,slgshadowswin01
SLgShadowsSol01,00071E01,architecture/solitude/interiors/slgshadowssol01.nif,slgshadowssol01
SLgShadowsSol02,00071E10,architecture/solitude/interiors/slgshadowssol02.nif,slgshadowssol02
SLgGWalSec01,00071FFF,architecture/solitude/interiors/slggwalsec01.nif,slggwalsec01
SLgGWalThi01,00072000,architecture/solitude/interiors/slggwalthi01.nif,slggwalthi01
SLgGColEnd01,00072001,architecture/solitude/interiors/slggcolend01.nif,slggcolend01
SLgGColEnd02,00072002,architecture/solitude/interiors/slggcolend02.nif,slggcolend02
SLgGTraCon01,00072003,architecture/solitude/interiors/slggtracon01.nif,slggtracon01
SLgGCeiSol01,00072004,architecture/solitude/interiors/slggceisol01.nif,slggceisol01
SLgGColCeil01,00072005,architecture/solitude/interiors/slggcolceil01.nif,slggcolceil01
SLgGColSec02,00072006,architecture/solitude/interiors/slggcolsec02.nif,slggcolsec02
SLgGColSol01,00072007,architecture/solitude/interiors/slggcolsol01.nif,slggcolsol01
SMdFFloSol03,00072165,architecture/solitude/interiors/smdfflosol03.nif,smdfflosol03
SNineDivineShrine,00072178,architecture/solitude/interiors/sninedivineshrine.nif,sninedivineshrine
SLgGWalSec02,00072184,architecture/solitude/interiors/slggwalsec02.nif,slggwalsec02
SLgGTraCon02,00072186,architecture/solitude/interiors/slggtracon02.nif,slggtracon02
SLgGCeiSol02,0007219B,architecture/solitude/interiors/slggceisol02.nif,slggceisol02
SLgGWalThi02,0007219C,architecture/solitude/interiors/slggwalthi02.nif,slggwalthi02
SLgGWalSec03,0007219D,architecture/solitude/interiors/slggwalsec03.nif,slggwalsec03
SLgGWalEndThi01,0007219E,architecture/solitude/interiors/slggwalendthi01.nif,slggwalendthi01
SLgGColEnd03,0007219F,architecture/solitude/interiors/slggcolend03.nif,slggcolend03
SLgGWalEndSec01,000721A0,architecture/solitude/interiors/slggwalendsec01.nif,slggwalendsec01
SShrinelFir02,000722D6,architecture/solitude/interiors/sshrinelfir02.nif,sshrinelfir02
SLgGTraShrine01,000722D7,architecture/solitude/interiors/slggtrashrine01.nif,slggtrashrine01
SShrinelFir01,000722D8,architecture/solitude/interiors/sshrinelfir01.nif,sshrinelfir01
SShrinelRoof01,000722D9,architecture/solitude/interiors/sshrinelroof01.nif,sshrinelroof01
SShrinelSec01,000722DA,architecture/solitude/interiors/sshrinelsec01.nif,sshrinelsec01
SShrinelSec02,000722DB,architecture/solitude/interiors/sshrinelsec02.nif,sshrinelsec02
SLgGTraShrine02,000722DC,architecture/solitude/interiors/slggtrashrine02.nif,slggtrashrine02
SShrinelRoof02,000722E2,architecture/solitude/interiors/sshrinelroof02.nif,sshrinelroof02
SLgGTraShrine03,000722E3,architecture/solitude/interiors/slggtrashrine03.nif,slggtrashrine03
SShrineFloor,000722F9,architecture/solitude/interiors/sshrinefloor.nif,sshrinefloor
NorSarcophagusTopSnow,00072606,clutter/ruins/ruinssarcophagus_top01.nif,ruinssarcophagus_top01
NorSarcophagusBottomSnow,00072607,clutter/ruins/ruinssarcophagus_bottom01.nif,ruinssarcophagus_bottom01
CaveGWallCorner01ice,000727E6,dungeons/caves/green/smallwall/cavegwallcorner01.nif,cavegwallcorner01
CaveGCeiling01ice,000727E7,dungeons/caves/green/largewall/cavegceiling01.nif,cavegceiling01
MountainTrim02Wet_CoastBeach,000732B5,landscape/mountains/mountaintrim02wet.nif,mountaintrim02wet
ImpExtIceLighthouse01,000732E9,dungeons/imperial/exteriorice/impexticelighthouse01.nif,impexticelighthouse01
CaveIRWallDoorLR01,000732EA,dungeons/caves/ice/rockwall/caveirwalldoorlr01.nif,caveirwalldoorlr01
CaveIRWallDoorLB03,000732EB,dungeons/caves/ice/rockwall/caveirwalldoorlb03.nif,caveirwalldoorlb03
CaveIRHallDetwist02,000732EC,dungeons/caves/ice/largehall/caveirhalldetwist02.nif,caveirhalldetwist02
CaveIRHallDoor01,000732ED,dungeons/caves/ice/largehall/caveirhalldoor01.nif,caveirhalldoor01
CaveIRHallDoor02,000732EE,dungeons/caves/ice/largehall/caveirhalldoor02.nif,caveirhalldoor02
CaveIRHallDoorB01,000732EF,dungeons/caves/ice/largehall/caveirhalldoorb01.nif,caveirhalldoorb01
CaveIRHallDoorBB01,000732F0,dungeons/caves/ice/largehall/caveirhalldoorbb01.nif,caveirhalldoorbb01
CaveIRHallDoorL01,000732F1,dungeons/caves/ice/largehall/caveirhalldoorl01.nif,caveirhalldoorl01
CaveIRHallDoorLB01,000732F2,dungeons/caves/ice/largehall/caveirhalldoorlb01.nif,caveirhalldoorlb01
CaveIRHallDoorR01,000732F3,dungeons/caves/ice/largehall/caveirhalldoorr01.nif,caveirhalldoorr01
CaveIRHallDoorRB01,000732F4,dungeons/caves/ice/largehall/caveirhalldoorrb01.nif,caveirhalldoorrb01
CaveIRHallRamp01,000732F5,dungeons/caves/ice/largehall/caveirhallramp01.nif,caveirhallramp01
CaveIRHallRamp02,000732F6,dungeons/caves/ice/largehall/caveirhallramp02.nif,caveirhallramp02
CaveIRHall1Way01,000732F7,dungeons/caves/ice/largehall/caveirhall1way01.nif,caveirhall1way01
CaveIRHall1Way02,000732F8,dungeons/caves/ice/largehall/caveirhall1way02.nif,caveirhall1way02
CaveIRHall1Way03,000732F9,dungeons/caves/ice/largehall/caveirhall1way03.nif,caveirhall1way03
CaveIRHall1Way64D01,000732FA,dungeons/caves/ice/largehall/caveirhall1way64d01.nif,caveirhall1way64d01
CaveIRHall1Way64L01,000732FB,dungeons/caves/ice/largehall/caveirhall1way64l01.nif,caveirhall1way64l01
CaveIRHall1Way64R01,000732FC,dungeons/caves/ice/largehall/caveirhall1way64r01.nif,caveirhall1way64r01
CaveIRHall1Way64Short01,000732FD,dungeons/caves/ice/largehall/caveirhall1way64short01.nif,caveirhall1way64short01
CaveIRHall1Way64U01,000732FE,dungeons/caves/ice/largehall/caveirhall1way64u01.nif,caveirhall1way64u01
CaveIRHall1Way128D01,000732FF,dungeons/caves/ice/largehall/caveirhall1way128d01.nif,caveirhall1way128d01
CaveIRHall1Way128L01,00073300,dungeons/caves/ice/largehall/caveirhall1way128l01.nif,caveirhall1way128l01
CaveIRHall1Way128R01,00073301,dungeons/caves/ice/largehall/caveirhall1way128r01.nif,caveirhall1way128r01
CaveIRHall1Way128Short01,00073302,dungeons/caves/ice/largehall/caveirhall1way128short01.nif,caveirhall1way128short01
CaveIRHall1Way128U01,00073303,dungeons/caves/ice/largehall/caveirhall1way128u01.nif,caveirhall1way128u01
CaveIRHall1Way256Short01,00073304,dungeons/caves/ice/largehall/caveirhall1way256short01.nif,caveirhall1way256short01
CaveIRHall2Way01,00073305,dungeons/caves/ice/largehall/caveirhall2way01.nif,caveirhall2way01
CaveIRHall2Way02,00073306,dungeons/caves/ice/largehall/caveirhall2way02.nif,caveirhall2way02
CaveIRHall3Way01,00073307,dungeons/caves/ice/largehall/caveirhall3way01.nif,caveirhall3way01
CaveIRHall3Way02,00073308,dungeons/caves/ice/largehall/caveirhall3way02.nif,caveirhall3way02
CaveIRHall4Way01,00073309,dungeons/caves/ice/largehall/caveirhall4way01.nif,caveirhall4way01
CaveIRHallDeadEnd01,0007330A,dungeons/caves/ice/largehall/caveirhalldeadend01.nif,caveirhalldeadend01
CaveIRHallDeadEnd02,0007330B,dungeons/caves/ice/largehall/caveirhalldeadend02.nif,caveirhalldeadend02
CaveIRHallDetwist01,0007330C,dungeons/caves/ice/largehall/caveirhalldetwist01.nif,caveirhalldetwist01
CaveILRoomDoorR03,0007330D,dungeons/caves/ice/largeroom/caveilroomdoorr03.nif,caveilroomdoorr03
CaveILRoomDoorR04,0007330E,dungeons/caves/ice/largeroom/caveilroomdoorr04.nif,caveilroomdoorr04
CaveILRoomDoorR01,0007330F,dungeons/caves/ice/largeroom/caveilroomdoorr01.nif,caveilroomdoorr01
CaveILRoomDoorR02,00073310,dungeons/caves/ice/largeroom/caveilroomdoorr02.nif,caveilroomdoorr02
CaveILRoomDoorRB03,00073311,dungeons/caves/ice/largeroom/caveilroomdoorrb03.nif,caveilroomdoorrb03
CaveILRoomDoorRB04,00073312,dungeons/caves/ice/largeroom/caveilroomdoorrb04.nif,caveilroomdoorrb04
CaveILRoomDoorRB01,00073313,dungeons/caves/ice/largeroom/caveilroomdoorrb01.nif,caveilroomdoorrb01
